LATEST,SPEED,LOAD,MAP,IAT,RPM,DISTANCE,FUEL_USED,FUEL_CONSUMPTION,INSTANT_FUEL_CONSUMPTION,LATITUDE,LONGITUDE,ALTITUDE,HEADING,SPEED_GPS,TIME_GPS,X,Y,Z,AAT,AAP
1716020404502739000,99,96.47058823529413,94,31,4671.75,12831.1689202777,815.6413020342,6.534496723456595,14.018620603400533,46.756642666666664,23.4945405,410.5,226.33,102.103,08:20:04+00:00,28,14,97,13.949999999999989,101.8
1716020404774062000,102,96.47058823529413,94,31,4671.75,12838.8564052777,816.4184673330,6.536353361003165,13.60630823311651,46.756642666666664,23.4945405,410.5,226.33,102.103,08:20:04+00:00,33,10,120,13.949999999999989,101.8
1716020405012509000,102,96.47058823529413,94,31,4671.75,12845.6124036111,817.1014641081,6.537984226533719,13.60630823311651,46.756468,23.49426233333333,410,228.1,104.253,08:20:05+00:00,27,12,125,13.949999999999989,101.8
1716020405012509000,102,96.47058823529413,94,31,4671.75,12845.6124036111,817.1014641081,6.537984226533719,13.60630823311651,46.756468,23.49426233333333,410,228.1,104.253,08:20:05+00:00,29,11,142,13.949999999999989,101.8
1716020405282885000,102,96.47058823529413,94,31,4799.75,12853.2730569444,817.8987764201,6.539937582701831,14.007926250838237,46.756468,23.49426233333333,410,228.1,104.253,08:20:05+00:00,23,5,101,13.949999999999989,101.8
1716020405523036000,102,94.11764705882354,94,31,4799.75,12860.0773352777,818.5896854453,6.541592383249261,13.66626951301291,46.756468,23.49426233333333,410,228.1,104.253,08:20:05+00:00,31,10,111,13.949999999999989,101.8
1716020405762636000,102,94.11764705882354,94,31,4799.75,12866.8660019444,819.2790092558,6.543242621339374,13.66626951301291,46.756468,23.49426233333333,410,228.1,104.253,08:20:05+00:00,32,11,137,13.949999999999989,101.8
1716020405762636000,102,94.11764705882354,94,31,4799.75,12866.8660019444,819.2790092558,6.543242621339374,13.66626951301291,46.7562995,23.49396683333333,409.6,231.23,106.226,08:20:06+00:00,23,19,102,13.949999999999989,101.8
1716020406002886000,102,94.11764705882354,94,31,4863.75,12873.6730852777,819.9790120269,6.5449370106574065,13.840439386974632,46.7562995,23.49396683333333,409.6,231.23,106.226,08:20:06+00:00,29,8,108,13.949999999999989,101.8
1716020406273004000,102,91.37254901960785,94,31,4863.75,12881.3264286111,820.7430845243,6.546735749120885,13.43675990485454,46.7562995,23.49396683333333,409.6,231.23,106.226,08:20:06+00:00,39,19,122,13.949999999999989,101.8
1716020406512836000,105,91.37254901960785,94,31,4863.75,12888.3215286111,821.4214881672,6.548287403198637,13.05285247936718,46.7562995,23.49396683333333,409.6,231.23,106.226,08:20:06+00:00,32,14,140,13.949999999999989,101.8
1716020406512836000,105,91.37254901960785,94,31,4863.75,12888.3215286111,821.4214881672,6.548287403198637,13.05285247936718,46.7562995,23.49396683333333,409.6,231.23,106.226,08:20:06+00:00,36,5,102,13.949999999999989,101.8
1716020406751900000,105,91.37254901960785,94,31,4863.75,12895.2942286111,822.0977193978,6.549833352118623,13.05285247936718,46.756140333333335,23.493652166666667,409.4,234.68,108.104,08:20:07+00:00,39,12,110,13.949999999999989,101.8
1716020406993779000,105,91.37254901960785,94,31,4927.75,12902.3490327777,822.7905048373,6.551436162,13.21675910675229,46.756140333333335,23.493652166666667,409.4,234.68,108.104,08:20:07+00:00,38,11,136,13.949999999999989,101.8
1716020407233311000,105,91.37254901960785,94,31,4927.75,12909.3353827777,823.4765680420,6.5530226605208375,13.21675910675229,46.756140333333335,23.493652166666667,409.4,234.68,108.104,08:20:07+00:00,30,11,118,13.949999999999989,101.8
1716020407473623000,105,91.37254901960785,94,31,4927.75,12916.3444827777,824.1648653085,6.554613566312011,13.21675910675229,46.756140333333335,23.493652166666667,409.4,234.68,108.104,08:20:07+00:00,33,9,108,13.949999999999989,101.8
1716020407473623000,105,91.37254901960785,94,31,4927.75,12916.3444827777,824.1648653085,6.554613566312011,13.21675910675229,46.756140333333335,23.493652166666667,409.4,234.68,108.104,08:20:07+00:00,35,14,111,13.949999999999989,101.8
1716020407713744000,105,91.37254901960785,94,31,4991.75,12923.3480119444,824.8611279608,6.556241463630411,13.38034601145167,46.756140333333335,23.493652166666667,409.4,234.68,108.104,08:20:07+00:00,28,16,155,13.949999999999989,101.8
1716020407952689000,105,90.58823529411765,94,31,4991.75,12930.3172411111,825.5480334119,6.557833366569253,13.265493255988561,46.7559925,23.493319666666668,409.2,238.12,109.509,08:20:08+00:00,31,11,114,13.949999999999989,101.8
1716020408192571000,109,90.58823529411765,94,31,4991.75,12937.5803349999,826.2376324971,6.559371244818409,12.778686164472292,46.7559925,23.493319666666668,409.2,238.12,109.509,08:20:08+00:00,27,10,103,13.949999999999989,101.8
1716020408192571000,109,90.58823529411765,94,31,4991.75,12937.5803349999,826.2376324971,6.559371244818409,12.778686164472292,46.7559925,23.493319666666668,409.2,238.12,109.509,08:20:08+00:00,23,11,135,13.949999999999989,101.8
1716020408462649000,109,90.58823529411765,94,31,4991.75,12945.7576966666,827.0140373201,6.561101799252025,12.778686164472292,46.7559925,23.493319666666668,409.2,238.12,109.509,08:20:08+00:00,21,17,97,13.949999999999989,101.8
1716020408733309000,109,90.58823529411765,94,31,4991.75,12953.9526799999,827.7921152434,6.562835117,12.778686164472292,46.7559925,23.493319666666668,409.2,238.12,109.509,08:20:08+00:00,32,15,135,13.949999999999989,101.8
1716020408733309000,109,90.58823529411765,94,31,4991.75,12953.9526799999,827.7921152434,6.562835117,12.778686164472292,46.755854166666666,23.492972,408.9,240.72,110.993,08:20:09+00:00,18,14,124,13.949999999999989,101.8
1716020408973671000,109,89.01960784313727,94,31,4991.75,12961.2303072222,828.4711292016,6.564318827355593,12.55741021357234,46.755854166666666,23.492972,408.9,240.72,110.993,08:20:09+00:00,18,14,124,13.949999999999989,101.8
1716020409213692000,109,89.01960784313727,94,30,4991.75,12968.4976097222,829.1491798471,6.565799700063092,12.55741021357234,46.755854166666666,23.492972,408.9,240.72,110.993,08:20:09+00:00,16,16,118,13.949999999999989,101.8
1716020409453119000,109,89.01960784313727,94,30,4991.75,12975.7469272222,829.8255524641,6.5672761789881315,12.55741021357234,46.755854166666666,23.492972,408.9,240.72,110.993,08:20:09+00:00,29,10,104,13.949999999999989,101.8
1716020409692491000,109,89.01960784313727,94,30,5119.75,12982.9945794444,830.5171793362,6.568822074,12.843568283642167,46.755854166666666,23.492972,408.9,240.72,110.993,08:20:09+00:00,23,7,117,13.949999999999989,101.8
1716020409692491000,109,89.01960784313727,94,30,5119.75,12982.9945794444,830.5171793362,6.568822074,12.843568283642167,46.755721333333334,23.492614166666666,408.8,242.05,112.266,08:20:10+00:00,15,13,119,13.949999999999989,101.8
1716020409963421000,109,89.01960784313727,94,30,5119.75,12991.1977377777,831.2999879707,6.570570856670639,12.843568283642167,46.755721333333334,23.492614166666666,408.8,242.05,112.266,08:20:10+00:00,17,14,135,13.949999999999989,101.8
1716020410234069000,110,89.01960784313727,94,30,5119.75,12999.4675377777,832.0819818115,6.572300063338784,12.726808572078838,46.755721333333334,23.492614166666666,408.8,242.05,112.266,08:20:10+00:00,14,3,110,13.949999999999989,101.8
1716020410472385000,110,89.01960784313727,94,30,5119.75,13006.7494155555,832.7705575416,6.573821892402691,12.726808572078838,46.755721333333334,23.492614166666666,408.8,242.05,112.266,08:20:10+00:00,15,6,115,13.949999999999989,101.8
1716020410472385000,110,89.01960784313727,94,30,5119.75,13006.7494155555,832.7705575416,6.573821892402691,12.726808572078838,46.755721333333334,23.492614166666666,408.8,242.05,112.266,08:20:10+00:00,10,10,126,13.949999999999989,101.8
1716020410713318000,110,89.01960784313727,94,30,5119.75,13014.1112572222,833.4666946719,6.575359668,12.726808572078838,46.755721333333334,23.492614166666666,408.8,242.05,112.266,08:20:10+00:00,13,5,119,13.949999999999989,101.8
1716020410983569000,110,17.647058823529413,94,30,5119.75,13022.3689266666,833.6214880851,6.574223948327569,2.5229356200156294,46.7555905,23.492249833333332,408.8,242.56,113.396,08:20:11+00:00,20,-8,122,13.949999999999989,101.8
1716020410983569000,110,17.647058823529413,94,30,5119.75,13022.3689266666,833.6214880851,6.574223948327569,2.5229356200156294,46.7555905,23.492249833333332,408.8,242.56,113.396,08:20:11+00:00,25,7,151,13.949999999999989,101.8
1716020411222542000,110,17.647058823529413,21,30,5119.75,13029.6708794444,833.6214880851,6.572595122201847,0,46.7555905,23.492249833333332,408.8,242.56,113.396,08:20:11+00:00,13,1,114,13.949999999999989,101.8
1716020411463822000,110,17.647058823529413,21,30,4223.75,13037.0433238888,833.6214880851,6.570951390332309,0,46.7555905,23.492249833333332,408.8,242.56,113.396,08:20:11+00:00,25,-8,106,13.949999999999989,101.8
1716020411733389000,110,17.647058823529413,21,30,4223.75,13045.2800933333,833.6214880851,6.569115924001007,0,46.7555905,23.492249833333332,408.8,242.56,113.396,08:20:11+00:00,18,-1,125,13.949999999999989,101.8
1716020411733389000,110,17.647058823529413,21,30,4223.75,13045.2800933333,833.6214880851,6.569115924001007,0,46.755465,23.491886333333333,408.9,243.7,111.242,08:20:12+00:00,8,-4,108,13.949999999999989,101.8
1716020412003657000,108,17.647058823529413,21,30,4223.75,13053.3881333333,833.6214880851,6.567310144713335,0,46.755465,23.491886333333333,408.9,243.7,111.242,08:20:12+00:00,11,22,100,13.949999999999989,101.8
1716020412243046000,108,17.647058823529413,94,30,4223.75,13060.5698033333,833.7243252228,6.5661806449268685,1.9272396439571502,46.755465,23.491886333333333,408.9,243.7,111.242,08:20:12+00:00,14,3,149,13.949999999999989,101.8
1716020412243046000,108,17.647058823529413,94,30,4223.75,13060.5698033333,833.7243252228,6.5661806449268685,1.9272396439571502,46.755465,23.491886333333333,408.9,243.7,111.242,08:20:12+00:00,18,8,137,13.949999999999989,101.8
1716020412512993000,108,17.647058823529413,94,30,4095.75,13068.6682133333,833.8357774429,6.564887045939255,1.8522523292711228,46.755465,23.491886333333333,408.9,243.7,111.242,08:20:12+00:00,9,6,78,13.949999999999989,101.8
