LATEST,SPEED,LOAD,MAP,IAT,RPM,DISTANCE,FUEL_USED,FUEL_CONSUMPTION,INSTANT_FUEL_CONSUMPTION,LATITUDE,LONGITUDE,ALTITUDE,HEADING,SPEED_GPS,TIME_GPS,X,Y,Z,AAT,AAP
1716019810954499000,12.0,62.74509803921569,94,37,2815.75,2864.5765497222,166.0419615512,5.379332281,37.65412897113599,46.76106662864246,23.4990898875869,424.9,193.32,18.866,08:10:11+00:00,14,34,112,13.949999999999989,101.8
1716019811194085000,12.0,62.74509803921569,94,37,3903.75,2865.3751697222,166.3740222269,5.381424500589088,55.96138414768722,46.76106662864246,23.4990898875869,424.9,193.32,18.866,08:10:11+00:00,12,41,123,13.949999999999989,101.8
1716019811434259000,12.0,94.11764705882354,94,37,3903.75,2866.1757497222,166.8733356721,5.384681835583791,83.94207622153084,46.76106662864246,23.4990898875869,424.9,193.32,18.866,08:10:11+00:00,15,37,114,13.949999999999989,101.8
1716019811674376000,22.0,94.11764705882354,94,37,3903.75,2867.6431313889,167.3725306163,5.387752020555252,45.78658720335996,46.76106662864246,23.4990898875869,424.9,193.32,18.866,08:10:11+00:00,14,34,125,13.949999999999989,101.8
1716019811914628000,22.0,94.11764705882354,94,37,3903.75,2869.1113380555,167.8720062208,5.390823464692761,45.78658720335996,46.7610033920596,23.499066512596084,424.7,194.87,29.261,08:10:12+00:00,13,30,114,13.949999999999989,101.8
1716019812154192000,22.0,94.11764705882354,94,37,5567.75,2870.5753402778,168.6589848255,5.395899198588059,72.34897353146039,46.7610033920596,23.499066512596084,424.7,194.87,29.261,08:10:12+00:00,13,30,114,13.949999999999989,101.8
1716019812394018000,22.0,85.88235294117648,94,37,5567.75,2872.0409436111,169.3778881745,5.400499340964454,66.01843835,46.7610033920596,23.499066512596084,424.7,194.87,29.261,08:10:12+00:00,15,26,106,13.949999999999989,101.8
1716019812633613000,22.0,85.88235294117648,94,37,5567.75,2873.5051352778,170.096099077,5.405094355419226,66.01843835,46.7610033920596,23.499066512596084,424.7,194.87,29.261,08:10:12+00:00,11,28,106,13.949999999999989,101.8
1716019812873618000,22.0,85.88235294117648,93,37,5567.75,2874.9718325,170.8155389971,5.409696534592519,66.01843835,46.7610033920596,23.499066512596084,424.7,194.87,29.261,08:10:12+00:00,14,18,130,13.949999999999989,101.8
1716019813113013000,22.0,85.88235294117648,93,37,6271.75,2876.4348019444,171.614886394,5.414855758817276,73.53794572353208,46.76091577232915,23.49903250658574,424.1,196.36,38.834,08:10:13+00:00,7,0,126,13.949999999999989,101.8
1716019813352968000,22.0,17.647058823529413,93,37,6271.75,2877.9011936111,171.7795200764,5.415591656202725,15.110536792506593,46.76091577232915,23.49903250658574,424.1,196.36,38.834,08:10:13+00:00,8,-4,123,13.949999999999989,101.8
