TIME,Engine speed (RPM),MAP (kPa),Oxygen sensor 1 (V),Oxygen sensor 1 (%),Calculated engine load (%),IAT (Celsius),Throttle position (%)
1693758878.78589,2494.0,44,0.745,5.46875,18.823529411764707,36,13.725490196078432
1693758880.258933,2444.0,43,0.14,10.9375,23.529411764705884,36,16.862745098039216
1693758881.696389,2419.0,51,0.06,10.9375,27.058823529411768,36,16.862745098039216
1693758883.196455,2413.0,51,0.755,10.15625,27.058823529411768,36,16.862745098039216
1693758884.636431,2421.0,51,0.205,8.59375,27.058823529411768,36,16.47058823529412
1693758886.106659,2389.0,49,0.485,3.90625,23.529411764705884,36,15.686274509803923
1693758887.546307,2358.0,47,0.79,5.46875,25.098039215686278,36,15.686274509803923
1693758889.046249,2299.0,41,0.135,7.8125,20.784313725490197,36,11.764705882352942
1693758890.516041,2222.0,29,0.07,3.125,17.647058823529413,36,8.627450980392158
1693758891.986126,1580.0,91,0.88,-3.90625,17.647058823529413,36,8.627450980392158
1693758893.456589,2842.0,30,0.0,0.0,17.647058823529413,36,15.686274509803923
1693758894.895953,2590.0,54,0.2,10.15625,42.352941176470594,36,26.666666666666668
1693758896.336314,2871.0,74,0.12,14.84375,52.54901960784314,36,27.84313725490196
1693758897.806944,3383.0,28,0.17,8.59375,17.647058823529413,36,10.588235294117649
1693758899.276869,2113.0,58,0.045,6.25,60.7843137254902,36,29.80392156862745
1693758900.716594,2291.0,82,0.335,14.84375,47.84313725490196,36,15.686274509803923
1693758902.216199,2405.0,37,0.735,0.78125,17.647058823529413,36,14.50980392156863
1693758903.656571,2340.0,38,0.83,5.46875,17.647058823529413,36,12.941176470588236
1693758905.126251,2192.0,42,0.035,3.125,27.058823529411768,36,16.47058823529412
1693758906.59626,2195.0,50,0.22,10.9375,29.80392156862745,36,17.647058823529413
1693758908.036304,2161.0,54,0.145,11.71875,31.372549019607845,36,18.03921568627451
1693758909.477183,2150.0,55,0.13,10.9375,33.333333333333336,36,18.43137254901961
1693758910.946885,2128.0,48,0.75,5.46875,17.647058823529413,36,8.627450980392158
1693758912.386807,1999.0,29,0.7,0.78125,17.647058823529413,36,14.901960784313726
1693758913.887085,1782.0,59,0.06,6.25,45.490196078431374,36,28.627450980392158
1693758915.387341,1776.0,87,0.335,12.5,65.88235294117648,36,32.15686274509804
1693758916.94763,1913.0,87,0.82,4.6875,60.7843137254902,36,18.43137254901961
1693758918.386997,2163.0,44,0.625,2.34375,29.80392156862745,36,8.627450980392158
1693758919.827586,2155.0,29,0.78,1.5625,17.647058823529413,36,8.627450980392158
1693758921.328726,2007.0,28,0.04,1.5625,74.11764705882354,36,8.627450980392158
1693758922.796576,2764.0,30,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758924.239247,2433.0,30,0.0,0.0,17.647058823529413,36,12.549019607843139
1693758925.740211,2011.0,36,0.0,0.0,20.784313725490197,36,14.901960784313726
1693758927.209894,1813.0,49,0.815,5.46875,23.529411764705884,36,12.15686274509804
1693758928.676663,1814.0,38,0.12,8.59375,17.647058823529413,36,8.627450980392158
1693758930.116743,1641.0,33,0.01,1.5625,17.647058823529413,36,8.627450980392158
1693758931.616325,1415.0,33,0.07,6.25,17.647058823529413,36,8.627450980392158
1693758933.14681,1282.0,38,0.835,1.5625,17.647058823529413,36,8.627450980392158
1693758934.61686,1230.0,38,0.245,0.0,17.647058823529413,36,8.627450980392158
1693758936.117429,1272.0,37,0.085,2.34375,17.647058823529413,36,8.627450980392158
1693758937.557586,1288.0,36,0.275,3.90625,17.647058823529413,36,8.627450980392158
1693758939.057464,1251.0,36,0.68,1.5625,17.647058823529413,36,8.627450980392158
1693758940.466152,1272.0,37,0.49,-0.78125,17.647058823529413,36,8.627450980392158
1693758941.906673,1283.0,37,0.59,-0.78125,17.647058823529413,36,8.627450980392158
1693758943.347287,1263.0,37,0.09,1.5625,17.647058823529413,36,8.627450980392158
1693758944.816799,1279.0,37,0.155,2.34375,17.647058823529413,36,8.627450980392158
1693758946.257358,1294.0,38,0.83,1.5625,17.647058823529413,36,8.627450980392158
1693758947.726997,1210.0,38,0.375,1.5625,17.647058823529413,36,8.627450980392158
1693758949.16777,1179.0,40,0.11,-1.5625,29.80392156862745,36,15.294117647058824
1693758950.607335,1206.0,62,0.05,4.6875,33.333333333333336,36,12.941176470588236
1693758952.077058,1480.0,40,0.065,7.03125,23.529411764705884,36,8.627450980392158
1693758953.548006,1282.0,40,0.875,3.90625,18.823529411764707,36,8.627450980392158
1693758954.987483,969.0,47,0.055,7.03125,22.35294117647059,36,8.627450980392158
1693758956.457402,1008.0,45,0.82,7.03125,22.35294117647059,36,8.627450980392158
1693758957.867453,987.0,46,0.44,9.375,20.784313725490197,36,13.725490196078432
1693758959.337582,980.0,81,0.86,6.25,50.196078431372555,36,25.88235294117647
1693758960.837416,2282.0,72,0.63,9.375,27.058823529411768,36,8.627450980392158
1693758962.277916,2697.0,28,0.0,0.0,17.647058823529413,36,14.50980392156863
1693758963.747916,1614.0,54,0.05,7.03125,40.392156862745104,36,18.823529411764707
1693758965.218187,2019.0,59,0.515,10.9375,17.647058823529413,36,8.627450980392158
1693758966.68994,2221.0,28,0.07,4.6875,17.647058823529413,36,12.15686274509804
1693758968.157804,2085.0,35,0.0,0.0,17.647058823529413,36,14.50980392156863
1693758969.598749,2173.0,41,0.065,8.59375,22.35294117647059,36,14.50980392156863
1693758971.067563,2394.0,40,0.74,9.375,20.784313725490197,36,14.50980392156863
1693758972.507944,2662.0,39,0.855,8.59375,17.647058823529413,36,11.372549019607844
1693758973.979991,2720.0,34,0.0,0.0,17.647058823529413,36,13.333333333333334
1693758975.47813,2555.0,39,0.045,5.46875,18.823529411764707,36,14.11764705882353
1693758976.94839,2647.0,35,0.55,5.46875,17.647058823529413,36,13.333333333333334
1693758978.447844,2572.0,37,0.04,4.6875,17.647058823529413,36,13.725490196078432
1693758979.918548,2701.0,35,0.815,2.34375,17.647058823529413,36,8.627450980392158
1693758981.358127,2634.0,28,0.0,0.0,17.647058823529413,36,12.941176470588236
1693758982.828201,2396.0,35,0.035,3.125,18.823529411764707,36,14.11764705882353
1693758984.270354,2524.0,32,0.8,6.25,17.647058823529413,36,8.627450980392158
1693758985.797748,2410.0,27,0.0,0.0,17.647058823529413,36,12.941176470588236
1693758987.268126,2249.0,40,0.04,3.90625,22.35294117647059,37,14.50980392156863
1693758988.707783,2376.0,41,0.645,14.0625,17.647058823529413,37,12.941176470588236
1693758990.177867,2406.0,36,0.04,3.125,18.823529411764707,37,14.50980392156863
1693758991.651155,2601.0,37,0.755,7.03125,17.647058823529413,37,13.333333333333334
1693758993.088502,2604.0,29,0.0,0.0,17.647058823529413,37,8.627450980392158
1693758994.558063,2370.0,27,0.0,0.0,17.647058823529413,37,12.549019607843139
1693758996.028554,2147.0,38,0.035,3.90625,20.784313725490197,37,14.11764705882353
1693758997.498564,2310.0,39,0.73,7.03125,17.647058823529413,37,11.764705882352942
1693758998.938168,2378.0,34,0.0,0.0,17.647058823529413,37,13.333333333333334
1693759000.411423,2208.0,36,0.0,0.0,18.823529411764707,37,14.50980392156863
1693759001.93813,2161.0,42,0.115,10.15625,23.529411764705884,37,14.901960784313726
1693759003.377967,2410.0,43,0.64,8.59375,17.647058823529413,37,13.725490196078432
1693759004.818084,2585.0,39,0.87,10.15625,17.647058823529413,37,11.372549019607844
1693759006.228184,2575.0,33,0.0,0.0,17.647058823529413,37,12.549019607843139
1693759007.729634,2372.0,34,0.0,0.0,17.647058823529413,37,13.333333333333334
1693759009.2583,2175.0,38,0.04,3.90625,18.823529411764707,37,13.725490196078432
1693759010.758121,2302.0,39,0.065,10.15625,18.823529411764707,37,13.725490196078432
1693759012.22853,2412.0,39,0.105,12.5,18.823529411764707,37,13.725490196078432
1693759013.639033,2591.0,40,0.745,8.59375,18.823529411764707,37,8.627450980392158
1693759015.079114,2653.0,28,0.01,0.0,17.647058823529413,37,14.50980392156863
1693759016.518122,2583.0,41,0.065,8.59375,20.784313725490197,37,8.627450980392158
1693759017.988268,2568.0,27,0.03,0.0,17.647058823529413,37,8.627450980392158
1693759019.431548,2376.0,27,0.0,0.0,17.647058823529413,37,8.627450980392158
1693759020.898736,1523.0,38,0.03,2.34375,18.823529411764707,37,8.627450980392158
1693759022.401146,1106.0,43,0.05,2.34375,20.784313725490197,37,8.627450980392158
1693759023.898226,1288.0,36,0.065,5.46875,20.784313725490197,37,19.215686274509807
1693759025.369916,1532.0,76,0.08,13.28125,50.196078431372555,37,23.137254901960787
1693759026.808349,2092.0,72,0.61,14.84375,45.490196078431374,37,20.784313725490197
1693759028.308455,2612.0,40,0.88,6.25,17.647058823529413,37,11.764705882352942
1693759029.748991,2603.0,36,0.0,0.0,17.647058823529413,36,14.11764705882353
1693759031.280159,2551.0,38,0.86,6.25,17.647058823529413,36,13.725490196078432
1693759032.778966,2559.0,40,0.82,10.15625,18.823529411764707,37,11.764705882352942
1693759034.219092,2634.0,31,0.015,0.0,17.647058823529413,37,13.333333333333334
1693759035.688591,2446.0,36,0.0,0.0,17.647058823529413,37,13.333333333333334
1693759037.188397,2183.0,36,0.0,0.0,17.647058823529413,37,11.372549019607844
1693759038.719035,1916.0,34,0.0,0.0,17.647058823529413,37,14.901960784313726
1693759040.252909,1893.0,50,0.77,4.6875,27.058823529411768,37,15.294117647058824
1693759041.691502,2134.0,45,0.785,3.90625,25.098039215686278,37,15.686274509803923
1693759043.158256,2370.0,45,0.185,3.90625,22.35294117647059,37,8.627450980392158
1693759044.601242,2475.0,35,0.045,5.46875,20.784313725490197,37,14.901960784313726
1693759046.041394,2542.0,37,0.79,0.0,17.647058823529413,37,8.627450980392158
1693759047.510088,2521.0,30,0.0,0.0,17.647058823529413,37,14.11764705882353
1693759048.950473,2341.0,29,0.805,1.5625,17.647058823529413,37,8.627450980392158
1693759050.390442,2334.0,28,0.0,0.0,17.647058823529413,37,8.627450980392158
1693759051.889019,2151.0,26,0.0,0.0,17.647058823529413,37,8.627450980392158
1693759053.359419,2037.0,27,0.0,0.0,17.647058823529413,37,13.333333333333334
1693759054.798856,1951.0,39,0.03,3.90625,17.647058823529413,37,8.627450980392158
1693759056.268699,2163.0,25,0.09,0.0,17.647058823529413,37,8.627450980392158
1693759057.709542,2206.0,26,0.0,0.0,17.647058823529413,37,12.549019607843139
1693759059.180253,2187.0,34,0.0,0.0,17.647058823529413,37,13.333333333333334
1693759060.619187,2143.0,36,0.0,0.0,17.647058823529413,37,13.725490196078432
1693759062.088188,2294.0,28,0.555,0.78125,17.647058823529413,37,8.627450980392158
1693759063.589729,2400.0,28,0.0,0.0,17.647058823529413,37,8.627450980392158
1693759065.08892,2291.0,27,0.0,0.0,17.647058823529413,37,13.333333333333334
1693759066.58993,2140.0,37,0.03,3.125,18.823529411764707,37,14.11764705882353
1693759068.059074,2284.0,40,0.825,4.6875,17.647058823529413,37,12.549019607843139
1693759069.46977,2356.0,33,0.0,0.0,18.823529411764707,37,14.50980392156863
1693759070.939219,2468.0,40,0.67,10.15625,17.647058823529413,37,12.941176470588236
1693759072.378944,2451.0,36,0.0,0.0,18.823529411764707,37,14.50980392156863
1693759073.879235,2514.0,40,0.73,10.15625,17.647058823529413,37,12.941176470588236
1693759075.379058,2507.0,34,0.0,0.0,17.647058823529413,37,13.725490196078432
1693759076.819478,2481.0,38,0.06,5.46875,17.647058823529413,37,8.627450980392158
1693759078.289291,2406.0,27,0.0,0.0,17.647058823529413,37,8.627450980392158
1693759079.729183,2171.0,27,0.0,0.0,17.647058823529413,37,8.627450980392158
1693759081.169285,1923.0,34,0.0,0.0,17.647058823529413,37,13.725490196078432
1693759082.670124,1924.0,50,0.04,4.6875,27.058823529411768,37,12.15686274509804
1693759084.10994,2006.0,51,0.045,4.6875,27.058823529411768,37,16.47058823529412
1693759085.610084,2241.0,49,0.83,2.34375,25.098039215686278,37,15.294117647058824
1693759087.08266,2532.0,43,0.31,4.6875,20.784313725490197,37,10.19607843137255
1693759088.51961,2681.0,27,0.085,0.0,17.647058823529413,37,8.627450980392158
1693759090.052296,2518.0,27,0.0,0.0,17.647058823529413,37,12.15686274509804
1693759091.519669,2302.0,33,0.0,0.0,18.823529411764707,37,14.50980392156863
1693759092.959217,2322.0,29,0.83,2.34375,17.647058823529413,37,12.549019607843139
1693759094.46001,2284.0,38,0.035,3.90625,20.784313725490197,37,13.333333333333334
1693759095.929336,2419.0,34,0.81,1.5625,17.647058823529413,37,8.627450980392158
1693759097.429321,2483.0,27,0.19,0.0,17.647058823529413,37,8.627450980392158
1693759098.869644,2324.0,27,0.0,0.0,17.647058823529413,37,8.627450980392158
1693759100.309723,2109.0,28,0.0,0.0,17.647058823529413,37,12.941176470588236
