TIME,MAP (kPa),Engine speed (RPM),Oxygen sensor 1 (V),Oxygen sensor 1 (%),Oxygen sensor 2 (V),Oxygen sensor 2 (%),Fuel system operation mode
1711129942.633171,42,947.0,0.895,0.0,0.68,0.78125,OPEN_LOOP_INS_TEMP
1711129943.877775,42,949.0,0.895,0.0,0.685,0.78125,OPEN_LOOP_INS_TEMP
1711129945.1384,42,948.0,0.88,0.0,0.69,0.78125,OPEN_LOOP_INS_TEMP
1711129946.370632,42,940.0,0.885,0.0,0.695,0.78125,OPEN_LOOP_INS_TEMP
1711129947.658736,42,946.0,0.885,0.0,0.7,0.78125,OPEN_LOOP_INS_TEMP
1711129948.889262,43,962.0,0.87,0.0,0.705,0.78125,OPEN_LOOP_INS_TEMP
1711129950.088911,42,938.0,0.835,0.0,0.71,0.78125,OPEN_LOOP_INS_TEMP
1711129951.319455,42,937.0,0.84,0.0,0.715,0.78125,OPEN_LOOP_INS_TEMP
1711129952.550017,43,966.0,0.855,0.0,0.72,0.78125,OPEN_LOOP_INS_TEMP
1711129953.748009,42,929.0,0.84,0.0,0.725,0.78125,OPEN_LOOP_INS_TEMP
1711129955.038004,42,934.0,0.835,-3.125,0.73,0.78125,CLOSED_LOOP
1711129956.268285,43,930.0,0.165,-5.46875,0.735,0.78125,CLOSED_LOOP
1711129957.499044,43,974.0,0.455,2.34375,0.74,0.78125,CLOSED_LOOP
1711129958.758593,42,942.0,0.765,-8.59375,0.745,0.78125,CLOSED_LOOP
1711129960.049984,44,952.0,0.035,-0.78125,0.745,0.78125,CLOSED_LOOP
1711129961.279167,42,962.0,0.885,-3.125,0.75,0.78125,CLOSED_LOOP
1711129962.538247,43,936.0,0.055,-5.46875,0.75,0.78125,CLOSED_LOOP
1711129963.738538,44,991.0,0.265,2.34375,0.755,0.78125,CLOSED_LOOP
1711129964.969099,42,936.0,0.715,-7.8125,0.755,0.78125,CLOSED_LOOP
1711129966.228442,43,935.0,0.05,0.78125,0.76,0.78125,CLOSED_LOOP
1711129967.518988,42,928.0,0.77,-5.46875,0.76,0.78125,CLOSED_LOOP
1711129968.750847,48,949.0,0.04,2.34375,0.76,0.78125,CLOSED_LOOP
1711129970.039884,46,974.0,0.89,-0.78125,0.765,0.78125,CLOSED_LOOP
1711129971.268351,47,934.0,0.055,-2.34375,0.765,0.78125,CLOSED_LOOP
1711129972.471274,48,958.0,0.1,6.25,0.76,0.78125,CLOSED_LOOP
1711129973.697997,56,1359.0,0.675,12.5,0.765,0.78125,CLOSED_LOOP
1711129974.988772,43,1528.0,0.885,3.125,0.77,0.78125,CLOSED_LOOP
1711129976.187996,44,1430.0,0.865,-3.125,0.765,0.78125,CLOSED_LOOP
1711129977.418967,45,860.0,0.035,-2.34375,0.755,0.78125,CLOSED_LOOP
1711129978.6486,48,1783.0,0.92,-2.34375,0.77,0.78125,CLOSED_LOOP
1711129979.87814,40,1161.0,0.89,-7.03125,0.775,0.78125,CLOSED_LOOP
1711129981.167986,57,826.0,0.015,-3.125,0.76,0.78125,CLOSED_LOOP
1711129982.429147,55,989.0,0.16,5.46875,0.765,0.78125,CLOSED_LOOP
1711129983.719703,46,944.0,0.765,-3.90625,0.765,0.78125,CLOSED_LOOP
1711129984.978967,51,987.0,0.085,4.6875,0.765,0.78125,CLOSED_LOOP
1711129986.269334,56,1256.0,0.485,9.375,0.755,0.78125,CLOSED_LOOP
1711129987.558255,71,898.0,0.465,10.9375,0.75,0.78125,CLOSED_LOOP
1711129988.878194,60,1652.0,0.93,1.5625,0.81,0.78125,CLOSED_LOOP
1711129990.138472,43,1695.0,0.855,-6.25,0.77,0.78125,CLOSED_LOOP
1711129991.459707,53,1762.0,0.055,-1.5625,0.755,0.78125,CLOSED_LOOP
1711129992.778831,49,2126.0,0.34,-8.59375,0.755,0.78125,CLOSED_LOOP
1711129994.098358,44,2335.0,0.135,-7.8125,0.755,0.78125,CLOSED_LOOP
1711129995.447871,29,2138.0,0.66,-16.40625,0.76,0.78125,CLOSED_LOOP
1711129996.64819,52,1272.0,0.03,-8.59375,0.76,0.78125,CLOSED_LOOP
1711129997.999598,62,1330.0,0.035,-2.34375,0.75,0.78125,CLOSED_LOOP
1711129999.287742,64,1382.0,0.79,-7.03125,0.75,0.78125,CLOSED_LOOP
1711130000.487893,58,1597.0,0.08,-1.5625,0.75,0.78125,CLOSED_LOOP
1711130001.778058,47,1761.0,0.87,-9.375,0.755,0.78125,CLOSED_LOOP
1711130003.038393,35,1423.0,0.645,-15.625,0.755,0.78125,CLOSED_LOOP
1711130004.237715,54,940.0,0.02,-9.375,0.75,0.78125,CLOSED_LOOP
1711130005.469992,53,954.0,0.035,-6.25,0.75,0.78125,CLOSED_LOOP
1711130006.697773,52,975.0,0.045,-2.34375,0.745,0.78125,CLOSED_LOOP
1711130007.957695,50,999.0,0.6,-0.78125,0.745,0.78125,CLOSED_LOOP
1711130009.337337,73,1698.0,0.845,3.90625,0.715,0.78125,CLOSED_LOOP
1711130010.659074,66,2280.0,0.415,-3.90625,0.715,0.78125,CLOSED_LOOP
1711130011.91814,80,3381.0,0.945,-3.125,0.77,0.78125,CLOSED_LOOP
1711130013.298405,31,2066.0,0.015,2.34375,0.085,0.78125,CLOSED_LOOP
1711130014.529839,96,2476.0,0.06,10.15625,0.13,0.78125,CLOSED_LOOP
1711130015.818286,96,3219.0,0.97,3.90625,0.845,0.78125,CLOSED_LOOP
1711130017.048387,28,2598.0,0.0,0.0,0.07,0.78125,CLOSED_LOOP
1711130018.278067,92,2165.0,0.14,6.25,0.11,0.78125,CLOSED_LOOP
1711130019.477673,92,2366.0,0.3,7.03125,0.15,0.78125,CLOSED_LOOP
1711130020.709096,91,2589.0,0.81,2.34375,0.18,0.78125,CLOSED_LOOP
1711130021.998671,85,2758.0,0.95,-3.90625,0.67,0.78125,CLOSED_LOOP
1711130023.198855,42,2744.0,0.06,-5.46875,0.72,0.78125,CLOSED_LOOP
1711130024.42812,59,2762.0,0.75,-5.46875,0.7,0.78125,CLOSED_LOOP
1711130025.748762,65,2811.0,0.135,-0.78125,0.725,0.78125,CLOSED_LOOP
1711130026.978784,29,2707.0,0.125,0.0,0.75,0.78125,CLOSED_LOOP
1711130028.268102,30,2507.0,0.0,0.0,0.06,0.78125,OPEN_LOOP
1711130029.559346,29,2255.0,0.0,0.0,0.055,0.78125,OPEN_LOOP
1711130030.789006,28,1614.0,0.625,2.34375,0.1,0.78125,CLOSED_LOOP
1711130032.048484,28,2548.0,0.015,0.0,0.12,0.78125,OPEN_LOOP
1711130033.369985,29,2285.0,0.0,0.0,0.07,0.78125,CLOSED_LOOP
1711130034.628409,48,2029.0,0.885,3.90625,0.125,0.78125,CLOSED_LOOP
1711130035.919026,71,2225.0,0.885,-0.78125,0.135,0.78125,CLOSED_LOOP
1711130037.17896,48,2231.0,0.095,-3.90625,0.14,0.78125,CLOSED_LOOP
1711130038.378017,60,2289.0,0.815,-1.5625,0.15,0.78125,CLOSED_LOOP
1711130039.607961,59,2476.0,0.73,-5.46875,0.15,0.78125,CLOSED_LOOP
1711130040.868811,54,2622.0,0.11,0.0,0.155,0.78125,CLOSED_LOOP
1711130042.068464,66,2732.0,0.42,1.5625,0.16,0.78125,CLOSED_LOOP
1711130043.298777,78,2959.0,0.76,-3.125,0.165,0.78125,CLOSED_LOOP
1711130044.558536,35,3083.0,0.915,-8.59375,0.165,0.78125,OPEN_LOOP
1711130045.758845,33,1879.0,0.055,3.125,0.135,0.78125,CLOSED_LOOP
1711130047.018175,68,1840.0,0.81,-6.25,0.16,0.78125,CLOSED_LOOP
1711130048.308385,95,3560.0,0.0,0.0,0.205,0.78125,CLOSED_LOOP
1711130049.569107,54,2661.0,0.16,1.5625,0.15,0.78125,CLOSED_LOOP
1711130050.767888,84,3019.0,0.775,4.6875,0.17,0.78125,CLOSED_LOOP
1711130052.028655,57,3330.0,0.91,-7.8125,0.17,0.78125,OPEN_LOOP
1711130053.288056,38,2040.0,0.705,4.6875,0.15,0.78125,CLOSED_LOOP
1711130054.578338,95,2221.0,0.77,1.5625,0.175,0.78125,CLOSED_LOOP
1711130055.779802,96,2407.0,0.105,5.46875,0.18,0.78125,CLOSED_LOOP
1711130057.009415,83,2582.0,0.4,-3.90625,0.185,0.78125,CLOSED_LOOP
1711130058.268672,90,2677.0,0.09,4.6875,0.185,0.78125,CLOSED_LOOP
1711130059.46783,92,2769.0,0.865,3.90625,0.19,0.78125,CLOSED_LOOP
1711130060.670327,92,2856.0,0.72,1.5625,0.2,0.78125,CLOSED_LOOP
1711130061.838134,93,2925.0,0.115,4.6875,0.205,0.78125,CLOSED_LOOP
1711130063.070627,93,2992.0,0.645,10.15625,0.24,0.78125,CLOSED_LOOP
1711130064.268629,93,3065.0,0.8,2.34375,0.475,0.78125,CLOSED_LOOP
1711130065.438662,68,3095.0,0.945,-2.34375,0.885,0.78125,OPEN_LOOP
1711130066.667887,31,2128.0,0.04,3.90625,0.845,0.78125,CLOSED_LOOP
1711130067.897975,85,2071.0,0.83,0.0,0.83,0.78125,CLOSED_LOOP
1711130069.127972,35,2048.0,0.915,-9.375,0.82,0.78125,CLOSED_LOOP
1711130070.38867,28,1661.0,0.81,-10.9375,0.83,0.78125,OPEN_LOOP
1711130071.649058,28,2737.0,0.9,0.0,0.83,0.78125,OPEN_LOOP
1711130072.93818,27,2523.0,0.0,0.0,0.785,0.78125,OPEN_LOOP
1711130074.139539,30,2361.0,0.0,0.0,0.065,0.78125,OPEN_LOOP
1711130075.39942,27,2200.0,0.0,0.78125,0.07,0.78125,OPEN_LOOP
1711130076.568876,30,2046.0,0.0,0.0,0.065,0.78125,OPEN_LOOP
1711130077.769834,33,1534.0,0.0,1.5625,0.065,0.78125,CLOSED_LOOP
1711130079.02851,47,1062.0,0.845,0.0,0.105,0.78125,CLOSED_LOOP
1711130080.288429,48,1941.0,0.045,-0.78125,0.13,0.78125,CLOSED_LOOP
1711130081.51765,87,2239.0,0.055,4.6875,0.125,0.78125,CLOSED_LOOP
1711130082.747759,96,2923.0,0.84,10.9375,0.165,0.78125,CLOSED_LOOP
1711130083.947737,31,3372.0,0.915,-3.90625,0.81,0.78125,OPEN_LOOP
1711130085.17858,45,2126.0,0.075,6.25,0.51,0.78125,CLOSED_LOOP
1711130086.438515,91,2350.0,0.7,6.25,0.73,0.78125,CLOSED_LOOP
1711130087.638591,84,2566.0,0.9,-0.78125,0.72,0.78125,CLOSED_LOOP
1711130088.869029,34,2581.0,0.88,-11.71875,0.695,0.78125,CLOSED_LOOP
1711130090.068649,50,2593.0,0.86,2.34375,0.695,0.78125,CLOSED_LOOP
1711130091.268204,29,2544.0,0.5,-1.5625,0.665,0.78125,OPEN_LOOP
1711130092.529011,28,2422.0,0.0,0.0,0.025,0.78125,OPEN_LOOP
1711130093.758823,27,2035.0,0.0,0.0,0.03,0.78125,OPEN_LOOP
1711130095.019005,31,1688.0,0.0,0.0,0.03,0.78125,CLOSED_LOOP
1711130096.27807,30,2803.0,0.0,0.0,0.035,0.78125,CLOSED_LOOP
1711130097.569416,52,2776.0,0.86,2.34375,0.11,0.78125,CLOSED_LOOP
1711130098.828288,33,2910.0,0.885,-10.9375,0.115,0.78125,OPEN_LOOP
1711130100.059005,30,2700.0,0.0,0.0,0.03,0.78125,CLOSED_LOOP
1711130101.348555,59,2698.0,0.835,0.0,0.115,0.78125,CLOSED_LOOP
1711130102.607933,64,2901.0,0.125,0.0,0.13,0.78125,CLOSED_LOOP
1711130103.86755,55,3125.0,0.815,2.34375,0.14,0.78125,CLOSED_LOOP
1711130105.127651,27,2776.0,0.07,0.0,0.13,0.78125,OPEN_LOOP
1711130106.387907,48,1960.0,0.105,5.46875,0.105,0.78125,CLOSED_LOOP
1711130107.588075,72,2063.0,0.655,5.46875,0.135,0.78125,CLOSED_LOOP
1711130108.817808,68,2191.0,0.88,-2.34375,0.14,0.78125,CLOSED_LOOP
1711130110.048692,54,2222.0,0.075,0.0,0.145,0.78125,CLOSED_LOOP
1711130111.248243,62,2243.0,0.525,2.34375,0.15,0.78125,CLOSED_LOOP
1711130112.478471,30,2230.0,0.895,-7.03125,0.155,0.78125,CLOSED_LOOP
1711130113.708739,26,2102.0,0.0,0.0,0.04,0.78125,OPEN_LOOP
1711130114.907963,38,2020.0,0.035,3.125,0.075,0.78125,CLOSED_LOOP
1711130116.167661,55,1954.0,0.27,0.0,0.115,0.78125,CLOSED_LOOP
1711130117.458409,46,2016.0,0.9,-6.25,0.13,0.78125,CLOSED_LOOP
1711130118.687758,26,3112.0,0.0,0.0,0.025,0.78125,CLOSED_LOOP
1711130119.947104,54,2967.0,0.745,0.0,0.12,0.78125,CLOSED_LOOP
1711130121.208805,75,3285.0,0.665,5.46875,0.14,0.78125,CLOSED_LOOP
1711130122.437788,25,3014.0,0.005,0.0,0.14,0.78125,CLOSED_LOOP
1711130123.728005,64,2132.0,0.865,5.46875,0.12,0.78125,CLOSED_LOOP
1711130124.958119,83,2296.0,0.765,-2.34375,0.145,0.78125,CLOSED_LOOP
1711130126.217687,85,2454.0,0.795,-9.375,0.155,0.78125,CLOSED_LOOP
1711130127.447704,36,2438.0,0.075,-2.34375,0.155,0.78125,OPEN_LOOP
1711130128.617542,28,2319.0,0.025,2.34375,0.065,0.78125,CLOSED_LOOP
1711130129.848319,39,2293.0,0.135,1.5625,0.11,0.78125,CLOSED_LOOP
1711130131.078029,27,2206.0,0.145,-2.34375,0.12,0.78125,CLOSED_LOOP
1711130132.307631,47,2212.0,0.745,3.90625,0.11,0.78125,CLOSED_LOOP
1711130133.50784,58,2258.0,0.69,0.0,0.13,0.78125,CLOSED_LOOP
1711130134.768635,33,2282.0,0.285,0.0,0.14,0.78125,CLOSED_LOOP
1711130136.029478,54,2316.0,0.84,1.5625,0.145,0.78125,CLOSED_LOOP
1711130137.287665,30,2283.0,0.35,-8.59375,0.145,0.78125,CLOSED_LOOP
1711130138.60875,59,2332.0,0.865,3.125,0.15,0.78125,CLOSED_LOOP
1711130139.86905,32,2323.0,0.865,-9.375,0.15,0.78125,CLOSED_LOOP
1711130141.12794,27,2207.0,0.0,0.0,0.01,0.78125,OPEN_LOOP
1711130142.358037,27,1623.0,0.395,2.34375,0.1,0.78125,CLOSED_LOOP
1711130143.647807,24,2778.0,0.02,0.0,0.105,0.78125,OPEN_LOOP
1711130144.907544,29,2528.0,0.0,0.0,0.005,0.78125,OPEN_LOOP
1711130146.167932,32,2211.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711130147.458879,40,2057.0,0.5,7.03125,0.085,0.78125,CLOSED_LOOP
1711130148.717684,34,2041.0,0.855,-2.34375,0.095,0.78125,CLOSED_LOOP
1711130149.918054,27,1856.0,0.81,-4.6875,0.105,0.78125,CLOSED_LOOP
1711130151.147829,48,1803.0,0.87,0.0,0.105,0.78125,CLOSED_LOOP
1711130152.377486,54,1917.0,0.105,0.0,0.125,0.78125,CLOSED_LOOP
1711130153.608447,56,2106.0,0.435,2.34375,0.135,0.78125,CLOSED_LOOP
1711130154.837941,37,2117.0,0.055,0.0,0.135,0.78125,CLOSED_LOOP
1711130156.068545,51,2252.0,0.365,-4.6875,0.145,0.78125,CLOSED_LOOP
1711130157.357695,51,2362.0,0.87,-1.5625,0.145,0.78125,CLOSED_LOOP
1711130158.587518,36,2350.0,0.05,-0.78125,0.145,0.78125,CLOSED_LOOP
1711130159.877897,42,2376.0,0.425,-2.34375,0.15,0.78125,CLOSED_LOOP
1711130161.137178,45,2420.0,0.16,2.34375,0.155,0.78125,CLOSED_LOOP
1711130162.518443,59,2591.0,0.83,3.90625,0.16,0.78125,CLOSED_LOOP
1711130163.808452,64,2854.0,0.15,0.78125,0.165,0.78125,CLOSED_LOOP
1711130165.068071,64,3094.0,0.87,-3.125,0.17,0.78125,CLOSED_LOOP
1711130166.297849,26,2993.0,0.0,0.0,0.165,0.78125,OPEN_LOOP
1711130167.528455,36,2772.0,0.045,5.46875,0.09,0.78125,CLOSED_LOOP
1711130168.817578,54,2822.0,0.115,-0.78125,0.12,0.78125,CLOSED_LOOP
1711130170.078499,55,2979.0,0.825,-1.5625,0.135,0.78125,CLOSED_LOOP
1711130171.307647,61,3171.0,0.8,-1.5625,0.145,0.78125,CLOSED_LOOP
1711130172.537695,26,2736.0,0.005,0.0,0.13,0.78125,CLOSED_LOOP
1711130173.767453,46,1984.0,0.79,0.78125,0.11,0.78125,CLOSED_LOOP
1711130174.968015,62,2067.0,0.19,0.78125,0.13,0.78125,CLOSED_LOOP
1711130176.227728,62,2146.0,0.55,3.125,0.145,0.78125,CLOSED_LOOP
1711130177.53238,53,2214.0,0.915,-5.46875,0.15,0.78125,CLOSED_LOOP
1711130178.747575,52,2212.0,0.11,1.5625,0.15,0.78125,CLOSED_LOOP
1711130180.009507,60,2283.0,0.83,-1.5625,0.155,0.78125,CLOSED_LOOP
1711130181.239712,35,2313.0,0.755,-8.59375,0.155,0.78125,CLOSED_LOOP
1711130182.530318,46,2299.0,0.82,-3.125,0.16,0.78125,CLOSED_LOOP
1711130183.788427,46,2309.0,0.11,-0.78125,0.16,0.78125,CLOSED_LOOP
1711130185.078616,46,2296.0,0.885,-7.03125,0.16,0.78125,CLOSED_LOOP
1711130186.398317,26,2166.0,0.0,0.0,0.025,0.78125,OPEN_LOOP
1711130187.687909,96,3758.0,0.9,-6.25,0.125,0.78125,OPEN_LOOP
1711130188.94868,27,2996.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130190.237742,29,2662.0,0.0,0.0,0.025,0.78125,CLOSED_LOOP
1711130191.559888,46,2611.0,0.79,-0.78125,0.1,0.78125,CLOSED_LOOP
1711130192.90871,40,2673.0,0.85,-7.8125,0.105,0.78125,OPEN_LOOP
1711130194.167907,30,2477.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130195.428553,35,2205.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130196.720142,27,1946.0,0.0,0.0,0.01,0.78125,CLOSED_LOOP
1711130198.039322,52,2009.0,0.88,3.125,0.09,0.78125,CLOSED_LOOP
1711130199.267989,28,2018.0,0.735,-5.46875,0.095,0.78125,CLOSED_LOOP
1711130200.497939,28,1945.0,0.04,2.34375,0.05,0.78125,CLOSED_LOOP
1711130201.727839,54,2131.0,0.9,-1.5625,0.115,0.78125,CLOSED_LOOP
1711130202.928315,27,2121.0,0.08,-4.6875,0.12,0.78125,OPEN_LOOP
1711130204.189055,32,1287.0,0.02,2.34375,0.045,0.78125,CLOSED_LOOP
1711130205.449175,45,1103.0,0.865,-3.90625,0.095,0.78125,CLOSED_LOOP
1711130206.707935,48,990.0,0.06,0.78125,0.11,0.78125,CLOSED_LOOP
1711130207.968872,46,1002.0,0.295,-2.34375,0.115,0.78125,CLOSED_LOOP
1711130209.228616,51,1145.0,0.07,6.25,0.125,0.78125,CLOSED_LOOP
1711130210.489017,35,1260.0,0.89,0.0,0.125,0.78125,CLOSED_LOOP
1711130211.778218,70,1895.0,0.62,3.90625,0.14,0.78125,CLOSED_LOOP
1711130213.038866,80,2222.0,0.83,0.78125,0.16,0.78125,CLOSED_LOOP
1711130214.269105,28,2389.0,0.855,-7.8125,0.15,0.78125,OPEN_LOOP
1711130215.528324,28,1791.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711130216.758978,38,1374.0,0.21,5.46875,0.08,0.78125,CLOSED_LOOP
1711130217.959265,60,1513.0,0.085,7.03125,0.1,0.78125,CLOSED_LOOP
1711130219.158361,83,2693.0,0.12,7.03125,0.145,0.78125,CLOSED_LOOP
1711130220.388598,27,3335.0,0.865,0.0,0.15,0.78125,OPEN_LOOP
1711130221.619403,39,1946.0,0.13,4.6875,0.095,0.78125,CLOSED_LOOP
1711130222.819614,43,2048.0,0.085,0.78125,0.115,0.78125,CLOSED_LOOP
1711130224.0494,44,2070.0,0.62,3.125,0.13,0.78125,CLOSED_LOOP
1711130225.278543,47,2080.0,0.77,1.5625,0.135,0.78125,CLOSED_LOOP
1711130226.539175,59,2229.0,0.775,-4.6875,0.15,0.78125,CLOSED_LOOP
1711130227.798584,78,2520.0,0.1,-2.34375,0.165,0.78125,CLOSED_LOOP
1711130229.088333,82,2848.0,0.72,-4.6875,0.175,0.78125,CLOSED_LOOP
1711130230.319046,82,3126.0,0.74,1.5625,0.185,0.78125,CLOSED_LOOP
1711130231.640422,32,3371.0,0.915,-9.375,0.23,0.78125,OPEN_LOOP
1711130232.900402,44,1872.0,0.755,4.6875,0.12,0.78125,CLOSED_LOOP
1711130234.129291,96,1954.0,0.435,-2.34375,0.165,0.78125,CLOSED_LOOP
1711130235.388639,96,2046.0,0.695,6.25,0.2,0.78125,CLOSED_LOOP
1711130236.648795,96,2160.0,0.14,3.125,0.27,0.78125,CLOSED_LOOP
1711130237.879919,96,2280.0,0.775,0.0,0.415,0.78125,CLOSED_LOOP
1711130239.139985,96,2478.0,0.115,8.59375,0.575,0.78125,CLOSED_LOOP
1711130240.370029,69,2621.0,0.95,-0.78125,0.795,0.78125,CLOSED_LOOP
1711130241.568745,48,2589.0,0.505,-11.71875,0.76,0.78125,CLOSED_LOOP
1711130242.798461,64,2635.0,0.095,-6.25,0.805,0.78125,CLOSED_LOOP
1711130244.028644,65,2715.0,0.365,-5.46875,0.83,0.78125,CLOSED_LOOP
1711130245.228839,31,2664.0,0.83,0.0,0.83,0.78125,OPEN_LOOP
1711130246.458688,40,2524.0,0.755,6.25,0.8,0.78125,CLOSED_LOOP
1711130247.687589,43,2530.0,0.19,0.78125,0.775,0.78125,CLOSED_LOOP
1711130248.918818,56,2547.0,0.56,-2.34375,0.765,0.78125,CLOSED_LOOP
1711130250.178961,60,2584.0,0.155,1.5625,0.755,0.78125,CLOSED_LOOP
1711130251.439451,62,2637.0,0.225,-0.78125,0.745,0.78125,CLOSED_LOOP
1711130252.698472,31,2598.0,0.16,-4.6875,0.74,0.78125,CLOSED_LOOP
1711130254.00727,48,2594.0,0.39,-4.6875,0.735,0.78125,CLOSED_LOOP
1711130255.203718,53,2600.0,0.18,3.90625,0.73,0.78125,CLOSED_LOOP
1711130256.433993,54,2614.0,0.815,-2.34375,0.725,0.78125,CLOSED_LOOP
1711130257.693914,56,2648.0,0.145,0.78125,0.725,0.78125,CLOSED_LOOP
1711130258.893457,57,2685.0,0.645,-3.90625,0.725,0.78125,CLOSED_LOOP
1711130260.094039,42,2672.0,0.055,-3.125,0.72,0.78125,CLOSED_LOOP
1711130261.353882,45,2640.0,0.09,0.78125,0.72,0.78125,CLOSED_LOOP
1711130262.614141,31,2552.0,0.835,-7.8125,0.71,0.78125,OPEN_LOOP
1711130263.844911,29,2503.0,0.035,3.125,0.06,0.78125,CLOSED_LOOP
1711130265.102986,58,2474.0,0.19,0.78125,0.12,0.78125,CLOSED_LOOP
1711130266.333778,60,2531.0,0.895,-7.03125,0.13,0.78125,CLOSED_LOOP
1711130267.534648,30,2420.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711130268.798121,42,2353.0,0.855,0.78125,0.1,0.78125,CLOSED_LOOP
1711130270.053477,34,2326.0,0.845,-4.6875,0.115,0.78125,CLOSED_LOOP
1711130271.283911,25,2207.0,0.0,0.0,0.005,0.78125,OPEN_LOOP
1711130272.544494,27,1976.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711130273.773416,34,3366.0,0.9,0.0,0.1,0.78125,OPEN_LOOP
1711130274.973217,29,2579.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130276.203545,27,1856.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711130277.434067,38,1376.0,0.505,3.90625,0.065,0.78125,CLOSED_LOOP
1711130278.633441,42,1302.0,0.26,0.78125,0.09,0.78125,CLOSED_LOOP
1711130279.863981,58,1557.0,0.775,2.34375,0.11,0.78125,CLOSED_LOOP
1711130281.123159,77,2090.0,0.14,3.125,0.135,0.78125,CLOSED_LOOP
1711130282.353288,32,2392.0,0.69,-4.6875,0.135,0.78125,CLOSED_LOOP
1711130283.614122,45,2508.0,0.36,-3.90625,0.14,0.78125,CLOSED_LOOP
1711130284.876365,48,2602.0,0.805,2.34375,0.145,0.78125,CLOSED_LOOP
1711130286.103978,32,2618.0,0.03,-3.125,0.15,0.78125,CLOSED_LOOP
1711130287.394017,46,2659.0,0.67,-1.5625,0.15,0.78125,CLOSED_LOOP
1711130288.625119,46,2757.0,0.16,0.78125,0.155,0.78125,CLOSED_LOOP
1711130289.8539,47,2844.0,0.905,-4.6875,0.155,0.78125,CLOSED_LOOP
1711130291.143501,30,2621.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130292.464862,28,2190.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130293.663166,29,1929.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130294.893669,42,1846.0,0.175,5.46875,0.085,0.78125,CLOSED_LOOP
1711130296.153227,74,2132.0,0.41,-0.78125,0.115,0.78125,CLOSED_LOOP
1711130297.353327,67,2460.0,0.91,-4.6875,0.12,0.78125,CLOSED_LOOP
1711130298.584911,27,2322.0,0.0,0.0,0.01,0.78125,OPEN_LOOP
1711130299.78396,28,1979.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711130301.043702,31,1709.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711130302.243697,32,1470.0,0.86,-0.78125,0.065,0.78125,CLOSED_LOOP
1711130303.532787,39,1252.0,0.655,-2.34375,0.09,0.78125,CLOSED_LOOP
1711130304.793562,59,1243.0,0.065,4.6875,0.085,0.78125,CLOSED_LOOP
1711130306.024133,40,1350.0,0.895,-2.34375,0.105,0.78125,CLOSED_LOOP
1711130307.403302,68,1138.0,0.06,0.0,0.105,0.78125,CLOSED_LOOP
1711130308.693452,69,1564.0,0.1,3.125,0.13,0.78125,CLOSED_LOOP
1711130309.92418,91,2036.0,0.33,7.8125,0.155,0.78125,CLOSED_LOOP
1711130311.183396,92,2630.0,0.21,11.71875,0.165,0.78125,CLOSED_LOOP
1711130312.414158,94,3284.0,0.94,0.0,0.585,0.78125,CLOSED_LOOP
1711130313.654884,26,2688.0,0.0,0.0,0.015,0.78125,CLOSED_LOOP
1711130314.935382,68,2114.0,0.865,5.46875,0.13,0.78125,CLOSED_LOOP
1711130316.163381,78,2264.0,0.78,0.0,0.15,0.78125,CLOSED_LOOP
1711130317.362287,78,2393.0,0.905,3.125,0.165,0.78125,CLOSED_LOOP
1711130318.623458,80,2515.0,0.855,-4.6875,0.17,0.78125,CLOSED_LOOP
1711130319.88361,29,2508.0,0.03,-7.8125,0.165,0.78125,CLOSED_LOOP
1711130321.084173,59,2522.0,0.48,4.6875,0.17,0.78125,CLOSED_LOOP
1711130322.313516,67,2574.0,0.815,-2.34375,0.17,0.78125,CLOSED_LOOP
1711130323.513287,28,2516.0,0.035,-7.03125,0.165,0.78125,CLOSED_LOOP
1711130324.743003,56,2495.0,0.83,0.78125,0.17,0.78125,CLOSED_LOOP
1711130326.034006,51,2508.0,0.9,-3.90625,0.17,0.78125,CLOSED_LOOP
1711130327.325438,35,2438.0,0.85,-7.03125,0.165,0.78125,CLOSED_LOOP
1711130328.583974,27,2273.0,0.0,0.0,0.005,0.78125,OPEN_LOOP
1711130329.843434,29,2127.0,0.89,-2.34375,0.1,0.78125,OPEN_LOOP
1711130331.134436,31,2698.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711130332.393517,42,2771.0,0.86,2.34375,0.095,0.78125,CLOSED_LOOP
1711130333.653853,61,2942.0,0.175,3.90625,0.12,0.78125,CLOSED_LOOP
1711130334.943228,68,3220.0,0.1,5.46875,0.14,0.78125,CLOSED_LOOP
1711130336.203101,25,3163.0,0.01,0.0,0.135,0.78125,CLOSED_LOOP
